canonical_smiles,murcko_scaffold,novel_scaffold,pred_log10_ic50_uM,pred_ic50_uM,max_sim_to_seriesCE,has_spiro_motif,drug_like,mw,logp,hbd,hba,rot_bonds,tpsa,source_mode,pred_MetStab_Clearance_Microsome_AZ,pred_MetStab_Clearance_Hepatocyte_AZ,pred_MetStab_Half_Life_Obach,pred_cLogP,pred_logS_ESOL,pred_Solubility_ESOL_mol_per_L,pred_Solubility_ESOL_class,property_source_logP_solubility,property_source_metabolic_stability
CC(C)c1ccc(-c2csc(=O)n2CCCN(C)C)cc1,O=c1[nH]c(-c2ccccc2)cs1,1,1.5824,38.231,0.0976,0,1,304.46,3.65,0,3,6,25.24,scaffold_hopping,37.324368,67.45432,22.970594,3.651900000000003,-4.663528889886885,2.1700568434979265e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)c2ccc(F)c(F)c2)CC1,O=S(=O)(CC1CCC(Nc2ncnc3[nH]ccc23)CC1)c1ccccc1,1,1.5826,38.2505,0.117,0,1,420.49,3.71,1,5,5,78.95,scaffold_hopping,44.446716,34.553307,53.976917,3.7050000000000027,-5.470946255982075,3.3810667437714533e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CCCCN(C)S(=O)(=O)c1ccc(-c2cccc(CNCc3cccc(F)c3)n2)cc1,c1ccc(CNCc2cccc(-c3ccccc3)n2)cc1,1,1.5826,38.2505,0.129,0,1,441.57,4.6,1,4,10,62.3,scaffold_hopping,94.179016,98.87914,16.18034,4.598100000000004,-6.282570284117196,5.217106662772437e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
CCOc1ccc2nc(SC3C(=O)C4CC3CC4OC(=O)c3cccnc3)sc2c1,O=C(OC1CC2CC1C(=O)C2Sc1nc2ccccc2s1)c1cccnc1,1,1.5828,38.268,0.1532,0,1,440.55,4.39,0,8,6,78.38,scaffold_hopping,119.65281,139.9126,26.466202,4.385200000000004,-6.097313364826021,7.992573434186114e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
CN(CC(=O)NNC(=O)c1ccccc1Br)S(=O)(=O)c1ccccc1,O=C(CNS(=O)(=O)c1ccccc1)NNC(=O)c1ccccc1,1,1.5829,38.2693,0.1333,0,1,426.29,1.53,2,4,5,95.58,scaffold_hopping,57.00836,70.22279,-11.86849,1.5308000000000002,-3.8809314991751527,0.00013154322976222842,Soluble,adme-py (wlogp + ESOL),admet_ai
CC1CN1c1ccc(O)c(NC(=S)NC(=O)c2ccccc2)c1O,O=C(NC(=S)Nc1cccc(N2CC2)c1)c1ccccc1,1,1.5829,38.2761,0.1522,0,1,343.41,2.43,4,5,3,84.6,scaffold_hopping,54.015606,58.785164,0.6440296,2.433100000000001,-4.017386739995358,9.607563421316246e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
Cc1cc(C(F)(F)F)n2[nH]c(=NS(=O)(=O)c3cccc(Cl)c3Cl)nc2n1,O=S(=O)(N=c1nc2ncccn2[nH]1)c1ccccc1,1,1.5836,38.3315,0.1446,0,1,426.21,2.98,1,4,2,92.48,scaffold_hopping,12.351423,10.710466,49.74012,2.981020000000001,-5.007627661720345,9.825899962749251e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CCN1CCN(Cc2ccc(CC(=O)N=c3cc[nH]cc3Br)s2)S1(=O)=O,O=C(Cc1ccc(CN2CCNS2(=O)=O)s1)N=c1cc[nH]cc1,1,1.584,38.3681,0.1429,0,1,459.39,1.89,1,4,5,85.84,scaffold_hopping,75.10091,79.16835,8.590798,1.8909999999999996,-4.342732058225809,4.542217663072977e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CN1CCCC1COc1ccc(C(=O)O)cc1,c1ccc(OCC2CCCN2)cc1,1,1.5841,38.3833,0.1733,0,1,235.28,1.86,1,3,4,49.77,scaffold_hopping,-11.385851,17.709974,-7.579039,1.8578000000000001,-2.809440289589052,0.0015508139909199289,Soluble,adme-py (wlogp + ESOL),admet_ai
CC(=O)Nc1ccc(-c2cc3ccc(O)cc3s2)cc1,c1ccc(-c2cc3ccccc3s2)cc1,1,1.5849,38.4512,0.1299,0,1,283.35,4.23,2,3,2,49.33,scaffold_hopping,45.961105,78.812904,40.880783,4.232300000000001,-5.064616697737016,8.617539887202822e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CCCCN(CCCC)Cc1ccc2oc3ccc(CC)cc3c(=O)c2c1,O=c1c2ccccc2oc2ccccc12,1,1.5852,38.4761,0.1348,0,0,365.52,5.91,0,3,9,33.45,scaffold_hopping,104.4001,100.71852,98.328415,5.910800000000006,-6.730116838091594,1.861586247396001e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(NN=Cc1cccc2ccccc12)c1ccc2cc3c(nc2n1)CCC3,O=C(NN=Cc1cccc2ccccc12)c1ccc2cc3c(nc2n1)CCC3,1,1.5852,38.4761,0.131,0,1,366.42,4.04,1,4,3,67.24,scaffold_hopping,89.172134,99.08462,35.965294,4.035600000000003,-5.44948336437979,3.552357255017023e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
Cc1cc(C)[n+]2c(c1)c1ccccc1c1cc3ccccc3cc12,c1ccc2cc3c(cc2c1)c1ccccc1c1cccc[n+]13,1,1.5852,38.4761,0.129,0,0,308.4,5.5,0,0,0,4.1,scaffold_hopping,66.76784,65.38403,110.15493,5.501740000000004,-6.249762813019002,5.626485279656661e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
Cc1ccc2cc(CNCCCOc3cccc4[nH]c5ccccc5c34)c(=O)[nH]c2c1C,O=c1[nH]c2ccccc2cc1CNCCCOc1cccc2[nH]c3ccccc3c12,1,1.5852,38.4761,0.1651,0,0,425.53,5.34,3,3,7,69.91,scaffold_hopping,47.891113,46.91815,82.46378,5.338140000000004,-6.794573567874346,1.6048203844498317e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
CCn1c2ccccc2c2c(OC)cc3c(c21)C(=O)CC(c1ccccc1)O3,O=C1CC(c2ccccc2)Oc2ccc3c([nH]c4ccccc43)c21,1,1.5852,38.4761,0.1515,0,0,371.44,5.53,0,3,3,40.46,scaffold_hopping,101.86584,93.337524,105.747765,5.529500000000005,-6.57539571496801,2.658301798066292e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(c1cc2sccc2n1Cc1ccc(F)cc1)N1CCc2ccccc2-c2ccccc21,O=C(c1cc2sccc2n1Cc1ccccc1)N1CCc2ccccc2-c2ccccc21,1,1.5852,38.4761,0.1648,0,0,452.55,6.76,0,2,3,25.24,scaffold_hopping,131.51588,119.37063,83.641884,6.760100000000006,-8.07119687330062,8.487956138819545e-09,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
COc1ccc(CNc2cc3c(=O)cc(-c4ccccc4)[nH]c3c3ncccc23)cc1,O=c1cc(-c2ccccc2)[nH]c2c1cc(NCc1ccccc1)c1cccnc12,1,1.5852,38.4761,0.1373,0,0,407.47,5.36,2,4,5,67.01,scaffold_hopping,95.27952,92.01227,91.561035,5.364000000000003,-6.752348823376456,1.7686877855718866e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
Cc1ccccc1-c1cc2c3ccccc3nc(C(C)C)n2n1,c1ccc(-c2cc3c4ccccc4ncn3n2)cc1,1,1.5852,38.4761,0.1429,0,1,301.39,4.98,0,2,2,30.19,scaffold_hopping,89.15276,93.90654,41.67581,4.981320000000004,-5.771898360538773,1.6908365977627969e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CCn1c2ccccc2c2cc(S(=O)(=O)NCc3cccnc3)ccc21,O=S(=O)(NCc1cccnc1)c1ccc2[nH]c3ccccc3c2c1,1,1.5852,38.4761,0.1596,0,1,365.46,3.69,1,3,5,63.99,scaffold_hopping,76.50763,81.583755,53.196583,3.6879000000000026,-5.185337299927603,6.526234880408458e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
Oc1ccccc1C1(CN2CCN(c3ccccc3)CC2)CCCC1,c1ccc(N2CCN(CC3(c4ccccc4)CCCC3)CC2)cc1,1,1.5853,38.4856,0.2063,0,1,336.48,4.03,1,3,4,26.71,similarity,65.57857,75.0246,2.4467506,4.026200000000004,-5.141143392217303,7.225312040770624e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
c1cc2c3c(c(C4CCCCN4)[nH]c3c1)CCC2,c1cc2c3c(c(C4CCCCN4)[nH]c3c1)CCC2,1,1.5861,38.5555,0.0986,0,1,240.35,3.47,2,1,1,27.82,scaffold_hopping,-0.9222107,22.766659,24.594429,3.4712000000000014,-4.112607824027205,7.715999236046775e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CC(C)C(C(=O)O)N1CCC(CCC(O)(c2cc(F)cc(C(F)(F)F)c2)C(F)(F)F)(c2ccc(F)c(F)c2)C1,c1ccc(CCCC2(c3ccccc3)CCNC2)cc1,1,1.5862,38.5642,0.2174,0,0,571.48,6.41,2,3,8,60.77,similarity,11.596083,-7.618824,49.047363,6.405700000000006,-8.372974036377823,4.236682936444375e-09,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
CC(C)(C)OC(=O)N1CCC(N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C(=O)c2ccc(-c3nc(C(F)(F)F)ccc3C(F)(F)F)cc2)C1,O=C(c1ccc(-c2ccccn2)cc1)N(Cc1ccccc1)C1CCNC1,1,1.5862,38.5642,0.2717,0,0,729.56,9.48,0,4,5,62.74,similarity,69.60569,2.7750154,160.62003,9.475599999999998,-11.72802574257411,1.870571259964477e-12,Insoluble,adme-py (wlogp + ESOL),admet_ai
CC(C)C1CCC(N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2nnn(CC(=O)O)n2)CC1,c1ccc(CN(c2nn[nH]n2)C2CCCCC2)cc1,1,1.5862,38.5642,0.1616,0,0,493.45,5.02,1,5,7,84.14,scaffold_hopping,27.733318,10.9407835,36.619682,5.016700000000005,-6.836922801348387,1.4557178208379089e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
CCc1ccccc1NC(=O)Cn1c(=O)cc(C)c2c(C)nn(-c3ccccc3F)c21,O=C(Cn1c(=O)ccc2cnn(-c3ccccc3)c21)Nc1ccccc1,1,1.5863,38.5703,0.1442,0,1,418.47,4.14,1,3,5,68.92,scaffold_hopping,96.205154,96.32362,28.89565,4.144240000000003,-5.851680979249594,1.4070807473104784e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CNC(=O)c1ccc2cccc(CN3CCN(c4ccccc4)CC3)c2c1OC,c1ccc(N2CCN(Cc3cccc4ccccc34)CC2)cc1,1,1.5866,38.602,0.2025,0,1,389.5,3.53,1,4,5,44.81,scaffold_hopping,46.34816,47.340405,12.517543,3.5302000000000024,-5.151062036351685,7.062166682589974e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
Fc1ccc(-c2[nH]c3ccccc3c2C2CCN(CCCCc3ccccc3)CC2)cc1,c1ccc(CCCCN2CCC(c3c(-c4ccccc4)[nH]c4ccccc34)CC2)cc1,1,1.5867,38.6129,0.2088,0,0,426.58,7.18,1,1,7,19.03,scaffold_hopping,54.91911,36.712097,112.88413,7.176300000000007,-8.138173172191712,7.274896647691171e-09,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
C(=Cc1ccccc1OCCCCN1CCC(c2n[nH]c3ccccc23)CC1)c1ccccc1,C(=Cc1ccccc1OCCCCN1CCC(c2n[nH]c3ccccc23)CC1)c1ccccc1,1,1.5867,38.6129,0.1616,0,0,451.61,6.77,1,3,9,41.15,scaffold_hopping,55.64868,49.793167,72.051506,6.771900000000007,-7.980461297964762,1.0460169018230154e-08,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
CCCCn1cnc2c(=NCc3ccccc3)[nH]c(-n3cnc(CO)c3)nc21,c1ccc(CN=c2[nH]c(-n3ccnc3)nc3[nH]cnc23)cc1,1,1.5871,38.6416,0.1456,0,1,377.45,2.34,2,5,7,96.91,scaffold_hopping,50.226524,50.366516,10.216951,2.3384,-4.249846071489182,5.625406731169835e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
Cn1cnc(-c2cnc3c(C#CC(=O)N4CCCCCC4)c[nH]c(=N)n23)c1,N=c1[nH]cc(C#CC(=O)N2CCCCCC2)c2ncc(-c3c[nH]cn3)n12,1,1.5871,38.6416,0.1792,0,1,363.43,1.3,2,4,1,95.07,scaffold_hopping,16.466427,2.9005933,11.258139,1.2964699999999993,-3.3215645871671398,0.0004769088841727877,Soluble,adme-py (wlogp + ESOL),admet_ai
Cc1nn(C)cc1C=NNC(=O)CSc1nc2ccccc2n1Cc1ccccn1,O=C(CSc1nc2ccccc2n1Cc1ccccn1)NN=Cc1cn[nH]c1,1,1.5871,38.6416,0.1146,0,1,419.51,2.76,1,6,7,89.99,scaffold_hopping,64.81536,70.77252,-1.2794346,2.7639200000000006,-4.823338849980371,1.5019696256681958e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
Cc1ccc(CCN(C)CCN2CCN(C(=O)c3cccc(N)c3)CC2)cc1,O=C(c1ccccc1)N1CCN(CCNCCc2ccccc2)CC1,1,1.5879,38.7144,0.1809,0,1,380.54,2.51,1,4,7,52.81,scaffold_hopping,40.13758,44.977036,20.389454,2.50952,-4.2753732804526,5.304283397805698e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CCN(Cc1ccccc1)c1c(N=c2ccc(N3CCN(C)CC3)c[nH]2)c(=O)c1=O,O=c1c(N=c2ccc(N3CCNCC3)c[nH]2)c(NCc2ccccc2)c1=O,1,1.5879,38.7144,0.1863,0,1,405.5,1.62,1,6,6,72.01,scaffold_hopping,45.713646,45.16424,8.778089,1.6214,-3.829906197477961,0.00014794278927614967,Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(CN1CCN(Cc2ccc3c(c2)OCO3)C1=O)NCc1ccccc1,O=C(CN1CCN(Cc2ccc3c(c2)OCO3)C1=O)NCc1ccccc1,1,1.5883,38.7541,0.2198,0,1,367.41,1.97,1,4,6,71.11,similarity,95.71029,115.38826,-25.193258,1.9692999999999996,-3.7980766502084107,0.0001591927737154768,Soluble,adme-py (wlogp + ESOL),admet_ai
CN1CCN(c2ncc3cc(NC(=O)COc4ccc(C(F)(F)F)cc4)ccc3n2)CC1,O=C(COc1ccccc1)Nc1ccc2nc(N3CCNCC3)ncc2c1,1,1.5888,38.8009,0.191,0,1,445.45,3.42,1,6,5,70.59,scaffold_hopping,49.070015,43.9486,52.746357,3.417900000000002,-5.415745117799798,3.839325047472782e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CC(CS)C(=O)N1CC2(CC(c3cccc(N4CCC4)c3)=NO2)CC1C(=O)N1CCSC1,O=C(C1CC2(CN1)CC(c1cccc(N3CCC3)c1)=NO2)N1CCSC1,1,1.5891,38.8252,0.2,0,1,474.65,2.46,1,7,5,65.45,similarity,62.104412,44.143272,4.1272545,2.459600000000001,-4.764968075482725,1.7180346733851535e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(Nc1ccccc1Br)OCCN1CCN(Cc2ccccc2)CCC1=O,O=C(Nc1ccccc1)OCCN1CCN(Cc2ccccc2)CCC1=O,1,1.59,38.9046,0.1789,0,1,446.35,3.73,1,4,6,61.88,scaffold_hopping,95.31093,117.97251,7.688474,3.7321000000000026,-5.6208337097548915,2.3942323263453667e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
O=S(=O)(NCCO)c1ccc2c(c1)Cc1ccncc1-2,c1ccc2c(c1)Cc1ccncc1-2,1,1.5903,38.9293,0.131,0,1,290.34,0.92,2,4,4,79.29,scaffold_hopping,15.694021,41.570667,4.7550144,0.9233999999999999,-2.5858956873811962,0.0025948025294741336,Soluble,adme-py (wlogp + ESOL),admet_ai
CS(=O)(=O)Nc1ccc(S(=O)(=O)Cc2ccc(C(=O)N3CC4CC(C3)c3cccc(=O)n3C4)cc2)cc1,O=C(c1ccc(CS(=O)(=O)c2ccccc2)cc1)N1CC2CC(C1)c1cccc(=O)n1C2,1,1.5904,38.9415,0.1481,0,0,541.65,2.45,1,6,6,122.62,scaffold_hopping,12.004035,3.499929,6.572955,2.4532000000000007,-5.327335995392046,4.706130919441106e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
Cc1ccc2[nH]c(CSc3ccccc3S(N)(=O)=O)nc2c1,c1ccc(SCc2nc3ccccc3[nH]2)cc1,1,1.5905,38.949,0.1398,0,1,333.44,2.81,2,4,4,88.84,scaffold_hopping,39.21014,49.55265,6.1089,2.81102,-4.305787893195924,4.945521643065207e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
Cc1ccc(C)c(C2CC(=O)Nc3c2c(C)nn3-c2ccc(Cl)nn2)c1,O=C1CC(c2ccccc2)c2cnn(-c3cccnn3)c2N1,1,1.5907,38.9667,0.1444,0,1,367.84,3.72,1,4,2,72.7,scaffold_hopping,28.467113,18.56805,29.68102,3.715060000000002,-5.198801735901393,6.3270062591865926e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
COc1ccc(C#N)cc1NC(=O)C(C)(C)N1CCCCC1,O=C(CN1CCCCC1)Nc1ccccc1,1,1.591,38.9927,0.2025,0,1,301.39,2.77,1,4,4,65.36,scaffold_hopping,36.546997,44.754322,17.43723,2.7698800000000015,-3.888939300303808,0.0001291399755057228,Soluble,adme-py (wlogp + ESOL),admet_ai
COc1cccc(C(=O)NNC(=O)CC2CCCCC2)c1,O=C(CC1CCCCC1)NNC(=O)c1ccccc1,1,1.591,38.9927,0.1622,0,1,290.36,2.43,2,3,4,67.43,scaffold_hopping,40.224396,54.709545,-5.316003,2.4265999999999996,-3.566941852106601,0.00027105545250225054,Soluble,adme-py (wlogp + ESOL),admet_ai
COc1cccc(CC(=NO)C(=O)NCCCCN)c1,c1ccccc1,1,1.591,38.9927,0.1538,0,1,279.34,0.92,3,5,8,96.94,scaffold_hopping,2.038152,20.71885,-12.487558,0.9229999999999998,-2.3711391261608474,0.004254620945929716,Soluble,adme-py (wlogp + ESOL),admet_ai
NC(=O)C(O)Nc1ccc(NC(=O)c2ccc([N+](=O)[O-])cc2)cc1,O=C(Nc1ccccc1)c1ccccc1,1,1.5914,39.0264,0.1795,0,0,330.3,1.06,4,6,6,147.59,scaffold_hopping,2.284254,11.035419,45.301582,1.062699999999999,-2.9039473173936687,0.0012475348387551524,Soluble,adme-py (wlogp + ESOL),admet_ai
CC(=O)NCC1CN(c2ccc(N3CCN(C(=O)C4CCC(C)(C)N(C)C4)CC3)c(F)c2)C(=O)O1,O=C(C1CCCNC1)N1CCN(c2ccc(N3CCOC3=O)cc2)CC1,1,1.5941,39.2747,0.2095,0,1,489.59,2.06,1,6,5,85.43,similarity,24.93812,15.08801,3.7007344,2.055999999999999,-4.557589486054293,2.769558314940611e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(N=c1cccc[nH]1)Nc1ccc(-c2cc(N3CCNCC3)nc(N3CCOCC3)n2)cc1F,O=C(N=c1cccc[nH]1)Nc1ccc(-c2cc(N3CCNCC3)nc(N3CCOCC3)n2)cc1,1,1.5941,39.2747,0.1753,0,1,478.53,1.99,3,7,4,110.77,scaffold_hopping,3.1790328,-14.788867,40.6751,1.9897999999999993,-4.584934960460833,2.6005489898113486e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CC(=O)NCC1CN(c2ccc(N3CCN(c4ccc(C)nn4)CC3)c(F)c2)C(=O)O1,O=C1OCCN1c1ccc(N2CCN(c3cccnn3)CC2)cc1,1,1.5941,39.2747,0.1881,0,1,428.47,1.71,1,7,5,90.9,scaffold_hopping,43.34944,19.974052,-11.744906,1.7120199999999992,-3.9901296143214684,0.00010229876380976784,Soluble,adme-py (wlogp + ESOL),admet_ai
CC(=O)NCC1CN(c2cc(F)c(N3CC4C(C3)C4NC(=O)c3cccs3)c(F)c2)C(=O)O1,O=C(NC1C2CN(c3ccc(N4CCOC4=O)cc3)CC21)c1cccs1,1,1.5941,39.2747,0.1619,0,1,476.51,2.35,2,6,6,90.98,scaffold_hopping,30.208572,9.217944,13.053606,2.3522000000000007,-4.756277501564916,1.7527601810864333e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CCOC(=O)C1(C)CCCN(S(=O)(=O)c2cccc(C(=O)NCCN3CCOCC3)c2)C1,O=C(NCCN1CCOCC1)c1cccc(S(=O)(=O)N2CCCCC2)c1,1,1.5941,39.2747,0.1889,0,1,467.59,1.1,1,7,8,105.25,scaffold_hopping,74.68561,77.94863,-6.245387,1.1025000000000018,-3.701367236020422,0.00019889907526575779,Soluble,adme-py (wlogp + ESOL),admet_ai
CN1CCN(c2cc(N3CCN(CCCN4CCOCC4)CC3)c3c(c2O)CN(C=O)NC3=O)CC1,O=C1NNCc2cc(N3CCNCC3)cc(N3CCN(CCCN4CCOCC4)CC3)c21,1,1.5941,39.2747,0.1485,0,0,501.63,-0.39,2,9,7,95.07,scaffold_hopping,4.086775,-9.339861,15.011411,-0.39489999999999537,-2.8105191235006965,0.0015469663841230156,Soluble,adme-py (wlogp + ESOL),admet_ai
O=c1c(-c2c(F)cccc2F)nc2c[nH]c(=Nc3ccc(N4CCOCC4)c(F)c3)nc2n1C1CCCC1,O=c1c(-c2ccccc2)nc2c[nH]c(=Nc3ccc(N4CCOCC4)cc3)nc2n1C1CCCC1,1,1.5947,39.3297,0.1354,0,0,522.53,4.39,1,6,4,88.4,scaffold_hopping,51.56548,31.042017,46.198193,4.3880000000000035,-6.682183676032047,2.0788173075925551e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
CCOC(=O)CN(Cc1cc(OC)c(OC)c(OC)c1)c1ccc(CN(C)Cc2cnc3[nH]c(=N)[nH]c(=N)c3n2)cc1,N=c1[nH]c(=N)c2nc(CNCc3ccc(NCc4ccccc4)cc3)cnc2[nH]1,1,1.5952,39.372,0.1346,0,0,576.66,2.47,4,11,13,165.53,scaffold_hopping,58.522766,-6.3484945,-13.351796,2.4724400000000006,-5.564886132658927,2.7234152646622116e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
O=c1cc(C(O)N=c2[nH]nc(-c3ccc(N4CCOCC4)cc3)o2)c2ccccc2[nH]1,O=c1cc(CN=c2[nH]nc(-c3ccc(N4CCOCC4)cc3)o2)c2ccccc2[nH]1,1,1.5952,39.3722,0.1869,0,1,419.44,1.94,3,7,4,119.74,scaffold_hopping,14.565618,23.572586,25.983027,1.9395999999999995,-4.2264173168725865,5.9372137303789324e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
Cc1ccc(N2CCN(C(=O)c3cc(-c4ccc(Br)s4)n[nH]3)CC2C)cc1,O=C(c1cc(-c2cccs2)n[nH]1)N1CCN(c2ccccc2)CC1,1,1.5959,39.4401,0.1807,0,1,445.39,4.56,1,4,3,52.23,scaffold_hopping,81.61024,60.985878,82.737564,4.560020000000004,-6.308806089030717,4.911271137454492e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(c1cc(F)c(F)c(F)c1F)N1CCc2cc(S(=O)(=O)Nc3ccc(CCCC4CCCC4)cc3F)ccc2C1,O=C(c1ccccc1)N1CCc2cc(S(=O)(=O)Nc3ccc(CCCC4CCCC4)cc3)ccc2C1,1,1.5966,39.4981,0.1636,0,0,592.63,6.89,1,3,8,66.48,scaffold_hopping,93.851974,65.858154,78.13554,6.894300000000005,-8.931219683094746,1.1716025733355318e-09,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
Cc1cc(C=C(C#N)C(=O)N=c2cccc[nH]2)c(C)n1-c1cccc(C(=O)NCc2cccnc2)c1,O=C(C=Cc1ccn(-c2cccc(C(=O)NCc3cccnc3)c2)c1)N=c1cccc[nH]1,1,1.5976,39.5887,0.1652,0,1,476.54,3.78,2,4,6,115.93,scaffold_hopping,49.26014,33.06496,42.216625,3.7817200000000026,-5.9469893038974995,1.1298237404044717e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CCCCCC(=NO)C1CCCCC1,C1CCCCC1,1,1.5979,39.6227,0.1351,0,1,197.32,3.98,1,2,5,32.59,scaffold_hopping,78.77919,123.366745,4.115235,3.9772000000000025,-3.976382225391347,0.00010558878064456027,Soluble,adme-py (wlogp + ESOL),admet_ai
NCCCNCCCN=C1CCCCCN1,N=C1CCCCCN1,1,1.5979,39.6227,0.0556,0,1,226.37,0.88,3,3,7,62.44,scaffold_hopping,-36.796562,-2.620769,8.074358,0.8769999999999998,-1.8622484443539056,0.013732561594889022,Very Soluble,adme-py (wlogp + ESOL),admet_ai
CCCCCc1c(C)nn(NC2=NCCCN2)c1C,c1cnn(NC2=NCCCN2)c1,1,1.5979,39.6227,0.1562,0,1,263.39,2.13,2,4,5,54.24,scaffold_hopping,25.002237,18.749353,1.5661777,2.12544,-3.1521102254999223,0.000704514238029216,Soluble,adme-py (wlogp + ESOL),admet_ai
O=[N+]([O-])c1ccc(SCCCNCCSSCCNCCCCCCNCc2cc(Br)cc(Br)c2)cc1,c1ccc(CNCCCCCCNCCSSCCNCCCSc2ccccc2)cc1,1,1.598,39.6319,0.163,0,0,694.63,7.51,3,8,22,79.23,scaffold_hopping,22.274021,6.545443,137.35147,7.5128000000000075,-9.967315842120414,1.078162339859692e-10,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
COc1cccc(C(=O)NCCCCN2CCN(c3ccccc3OC)CC2)c1,O=C(NCCCCN1CCN(c2ccccc2)CC1)c1ccccc1,1,1.5983,39.6535,0.1895,0,1,397.52,3.04,1,5,9,54.04,scaffold_hopping,59.440025,68.061325,6.256529,3.0360000000000014,-4.7649710593600565,1.718022869442621e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
COc1cc2c(C(=O)NCC3(N4CCN(C)CC4)CC3)cn(CC(C)C)c(=O)c2cc1OC,O=C(NCC1(N2CCNCC2)CC1)c1c[nH]c(=O)c2ccccc12,1,1.5983,39.6535,0.1628,0,1,456.59,2.18,1,6,8,76.04,scaffold_hopping,36.977715,18.701233,11.130709,2.1845,-4.480343713384002,3.308691582825356e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CCCCC=CCC1C(SCC(C)CC(=O)OC)CC(=O)C1CC=CCCCCC(=O)OC,O=C1CCCC1,1,1.5984,39.6609,0.1546,0,0,480.71,6.31,0,6,17,69.67,scaffold_hopping,163.0493,166.83011,28.605692,6.308800000000007,-7.538552858059213,2.893657608045777e-08,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(NS(=O)(=O)C1CC1)c1ccc(C2CC2)c(OCC2CC2)c1,O=C(NS(=O)(=O)C1CC1)c1ccc(C2CC2)c(OCC2CC2)c1,1,1.5984,39.6676,0.117,0,1,335.43,2.57,1,4,7,72.47,scaffold_hopping,9.573624,20.097544,18.9081,2.5748000000000006,-3.953948148355738,0.00011118644679950557,Soluble,adme-py (wlogp + ESOL),admet_ai
Cc1ccc(OC(=O)COc2ccc(C=C3SC(=O)NC3=O)cc2)cc1,O=C(COc1ccc(C=C2SC(=O)NC2=O)cc1)Oc1ccccc1,1,1.6007,39.8721,0.1325,0,1,369.4,3.3,1,6,5,81.7,scaffold_hopping,54.153694,58.523815,13.487515,3.303320000000001,-4.811403851541829,1.543818171408331e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
